respondent_master_id	eigen_c	between_c	degree_c	cluster_coef	eigen_c_all	between_c_all	degree_c_all	cluster_coef_all	village	strain_sim_all	sim_deg_one	richness	shannon	invsimpson	cluster_bucket
/BKO-0f63280b-8ccc-4868-aaaf-bd3a19d1e082	0.02350934806877019	0.005282313985304524	2	0	0.1057341418324514	0.008167084966869359	4	0.16666666666666666	17	3.0409654211570136	9.595959595959595	244	2.726194543778363	7.5903180055271795	0 - .25
/BKO-167bd14b-f594-4930-80b1-b81989e9f834	0.2775888351199388	0.05664825750992866	6	0.33333333333333337	0.2305336240825116	0.021816314621606627	6	0.33333333333333337	17	6.160214358160965	14.226186346272495	462	4.712162868337399	62.068116326159505	.25 - .5
/BKO-277d27da-17a8-427f-93fa-d67f8e63e661	0.013500848243364118	0.0013947110262153542	4	0.5	0.020988225666976505	0.0036756167562312586	6	0.5333333333333333	162	5.3233380674063	12.320278600992859	573	4.138146037767905	24.043181117285673	.5 - .75
/BKO-365fb25c-8e6b-41bb-83df-b713fb008456	0.09360457530026359	0.02780911553197959	4	0.16666666666666666	0.21353295188652718	0.03288292412769937	6	0.06666666666666667	17	4.403017004491424	10.345764617691156	157	2.383135215419006	4.799931905586795	0 - .25
/BKO-375e42a2-9752-48a5-ae09-4d4d5a59e5ea	0.04331233705585845	0	2	1	0.07445405588651817	0.022957781543210695	6	0.4666666666666667	17	5.010832595000553	8.897058823529411	370	3.458466169518633	7.9841874391181165	.25 - .5
/BKO-3b1ce6a0-3482-4ef5-a423-be824c7aef8d	0.09210150381439912	0.01582336689644713	5	0.4	0.08952150828579551	0.008733549252525634	5	0.4	144	4.619960027620214	7.5543220346242475	373	3.7858921036628264	18.609007562071614	.25 - .5
/BKO-53f77590-e3cd-4ebe-8371-73c41f937ebf	0.38743129171847246	0.08090120160361806	10	0.24444444444444446	0.3769350192750794	0.08593655205666638	14	0.24175824175824176	162	5.396745669992619	11.764241719982683	772	4.2259281463536285	9.22579132919052	0 - .25
/BKO-5f5c3998-40ad-45fa-8430-244a6863c01d	0.04973381636542124	0.02862936888013947	10	0.17777777777777778	0.040957570132332706	0.019821204938747804	10	0.17777777777777778	162	4.533133324136871	7.924063515089464	481	3.6228982902918156	13.86843308299603	0 - .25
/BKO-76d652ff-1ad8-4cda-b1bf-2d6b8ea9f8e6	0.02933838977035014	0.001037170865535816	3	0.6666666666666666	0.01215812124509578	9.685732530560117e-4	3	0.6666666666666666	17	3.634391871440171	8.461174759047099	234	3.4064976916435943	14.269338797393669	.5 - .75
/BKO-8125350e-77df-4ef2-81f7-4cd9d134b035	0.026182191846691585	0.026523439757405443	3	0.3333333333333333	0.011820966660434477	0.010057980324707934	3	0.3333333333333333	17	2.602106277804523	6.747066492829204	275	2.593964132635898	4.295841068848375	.25 - .5
/BKO-c7105c5d-5d2d-46a7-b96a-5b65388f366c	0	0	1	0	0.028327192069413535	0.0017560022547167128	3	0.3333333333333333	17	3.5547739476787865	12.5	488	4.734599501792874	56.79068287483824	.25 - .5
/BKO-d9fecbcb-a4b1-4204-b191-05b15389f2c2	0.07162295941776942	0.024232853057794816	3	0	0.07358580583952443	0.022171473506894093	4	0.16666666666666666	17	4.244334266565381	6.7835663929141425	479	4.878148169590807	74.57603370260836	0 - .25
/BKO-dfc9a0f9-ba75-43f1-9fe2-fe07a0d5cf1a	1.7061299677966614e-5	0	1	0	8.42347002714019e-6	0	1	0	145	3.0661363905154713	25.454545454545453	354	3.18791807461042	7.233100971455561	0 - .25
/BKO-e3b7b88c-f363-423b-bf39-61401df557ce	0	0	1	0	0.053944583200707136	0.019607070379158265	4	0.16666666666666666	17	3.6879151513352495	12.5	292	2.485599317247622	5.045922368663111	0 - .25
/miq-1247256c-69f7-429c-b034-9dcfc5710560	0.3304625639617418	0.025270106456702652	6	0.2	0.22439822170361107	0.0230141972006482	10	0.15555555555555556	14	8.157696670360554	11.131595931786183	533	4.370468693794999	31.678043029105375	0 - .25
/miq-1f531d65-5140-4ef0-8693-662114903867	0.016682967143934684	0.061414343632746594	3	0.3333333333333333	0.038728671466414115	0.009133272851399058	4	0.16666666666666666	58	5.628371070922206	7.5600259571706685	503	4.514420858478061	37.435172515610354	0 - .25
/miq-243da2f1-ff09-46e4-8ef9-8dc9ed4152ae	0.012355911211473674	0.0035234372565099976	5	0.6	0.008734714220654199	0.0021362898343958987	12	0.5757575757575757	14	7.3480523689547805	19.91822918539292	526	4.498945863525485	34.268429626566046	.5 - .75
/miq-32a78ae0-23db-4f67-be89-b39a880e2d17	0.374988815113607	0.009100929392154747	9	0.3888888888888889	0.33580693843986176	0.0072914183907020124	11	0.34545454545454546	89	8.627395874504439	11.853811951608531	479	4.436019276865945	39.9542051146755	.25 - .5
/miq-44798da1-ac24-4dd2-a78e-6fc87549b64e	0.13729013749788957	0.050513140239461345	8	0.17857142857142858	0.12904274053112819	0.03216434032852104	9	0.2222222222222222	89	5.973562439791781	10.098805575773493	573	4.609673808817554	33.57882173341654	0 - .25
/miq-4d896961-400a-4159-a7b2-fd7ed4c1aea7	0.8998854874996264	0.08871913699762561	15	0.17142857142857143	0.3552241473294905	0.03731438700307757	16	0.15833333333333333	14	6.141999045031451	7.318212186414134	583	4.688739413557624	43.387408321867404	0 - .25
/miq-58498789-12fe-4307-b5e7-95606d20fcfa	0.4254924404391969	0.01842744007353809	9	0.3888888888888889	0.35313520345706606	0.006757402496611487	9	0.3888888888888889	89	8.2554333782952245	12.403077040924783	471	3.8226430433886427	15.98962217516135	.25 - .5
/miq-5c0848c6-4ece-4541-9a75-88127563f9f2	0.020579048484799693	0	2	1	0.007073066266941097	0	2	1	14	5.808216212099722	11.165845648604268	463	3.986417126279842	20.572229501394446	.75 - 1
/miq-7360fd93-cc5c-4691-8882-ff431ed3f66e	0.9355630422857749	0.141431237003755	14	0.2857142857142857	0.78563790904483	0.06512799500925745	14	0.2857142857142857	58	6.345478971943733	10.753569497411862	178	2.7871259716071832	6.344915280108224	.25 - .5
/miq-752c83a6-6f26-4e42-a110-9e34e95f0084	0.05052597401662833	0.011010232723786734	6	0.4666666666666667	0.028508885533614844	0.005166266952038447	7	0.5238095238095238	14	5.588476567715972	10.436620136851502	528	4.543235103512486	37.716238244544996	.5 - .75
/miq-83107a1a-8b94-4c78-a064-0042c387d6c0	0.5058036812572443	0.032714444314657816	8	0.17857142857142858	0.18915232427219156	0.017499513045079712	10	0.2	14	6.133792661762179	8.180207733518527	529	4.817778524235827	65.67178799732007	0 - .25
/miq-9b615f94-51c7-4b00-972d-7b9044a2cfbf	0.004193390382141594	0	2	1	0.029280668274079512	0.001647335751939074	4	0.5	89	7.059696957496403	15.09150915091509	352	3.7851822735722456	17.555370304445887	.25 - .5
/miq-a301075d-e964-4f6b-a8ae-7da8998ecf94	0.49662565581107904	0.015151515151515152	4	0.5	0.25557065173890947	0.01689154963261688	6	0.4	174	4.3799875517457805	6.42304998922646	277	3.8633420637034126	23.237211783243147	.25 - .5
/miq-adb27455-5f40-46da-b4c0-fc55003fad8e	0.02399076445741242	0.03923409130971268	5	0.3	0.15021302942874176	0.012157523348363307	10	0.4	58	5.989932566057366	14.372742200328407	204	1.8381780979875206	2.419468552587175	.25 - .5
/miq-afbc160b-5e5f-482b-a1f8-8a358357c308	0.17635682571362743	0.0012943285653231737	3	0.3333333333333333	0.07884538160183382	0.0055346797732321795	6	0.33333333333333337	14	7.436243408562725	13.708847736625513	551	4.44457476542489	33.13366536543585	.25 - .5
/miq-b70c9b50-adff-419c-835c-d0e61e4199e1	0.173956681068999	3.966155473294553e-4	2	0	0.15649895160791316	0.005332358183162627	3	0	58	8.348949226382011	29.568106312292358	264	2.912199008671688	10.690220087289463	0 - .25
/miq-be12f767-ba2d-46b0-9d82-04cbc2672162	0.014241657976024976	0	1	0	0.06409436863202687	0.002152539876086821	3	0	58	7.6138978461522004	12.82051282051282	241	3.6127832797053623	19.28316340725117	0 - .25
/miq-c07004b0-78b6-44cd-ad7d-b9cb1d720f26	0.4914397854606028	0.04593867210346936	8	0.32142857142857145	0.5818594716225107	0.04432895518322721	11	0.3090909090909091	58	7.8999333485738426	11.97900197091092	456	4.375965170050623	37.907648773878776	.25 - .5
/miq-cd8e9835-8615-42fd-8b05-697381c308e7	0.051472097430903405	0.08080947344564478	6	0.33333333333333337	0.15450627512717793	0.0707359670536549	11	0.16363636363636364	58	5.615939139425978	9.505174847052874	513	4.541752430220678	43.42648175854158	0 - .25
/miq-d135f806-41ac-42d6-9a88-c937cc61b721	0.039025179240517675	0.017355443482206568	3	0	0.010996421723203347	0.015352463474914844	4	0	14	7.433272151491379	11.396130643918255	679	4.981585737347272	60.06618095102624	0 - .25
/miq-d1c11002-eb1a-41a5-82e1-cd4c7f8cce5a	0.021194257774907493	0	3	1	0.03371169944092452	0.011217973699920355	5	0.4	89	5.906046034619487	8.543530113297555	345	3.160512426607787	11.397129635215377	.25 - .5
/miq-d704791c-f176-4a64-b30b-a205674b1e59	0.010631327983859695	3.5254715318173806e-4	3	0.6666666666666666	0.10742247768934873	0.005209512706835554	6	0.4666666666666667	58	4.381494891152348	13.706810258534396	232	2.548962414214566	5.924360536758242	.25 - .5
/miq-d9ae8790-ac1a-41e0-aff0-c5572aaf8ab1	0.0041933903821416065	0	2	1	0.04320555594040178	0.011228509082921969	7	0.2380952380952381	89	6.214218354943043	15.347018572825025	283	2.931268496675622	8.421370578073953	0 - .25
/miq-dba9cb2e-f044-4b8d-ad64-df8f56cadde5	0.4199240489648666	0.009311362088829878	7	0.3333333333333333	0.27047531171068157	0.010361681147617333	12	0.21212121212121213	14	5.049667591055691	8.293929384159382	417	4.353155337596567	34.37767651442243	0 - .25
/miq-de719528-9ec8-4a96-a06e-c8e01d49464a	0.11204235949592567	0	1	0	0.080673745195373	0.0019138343193831119	3	0.3333333333333333	14	7.767837962929887	19.148936170212767	556	4.866463201679081	69.37934990077545	.25 - .5
/miq-e310361e-d7dc-4756-a697-6f6fdda5431e	0.5398512548855929	0.013722765724352876	7	0.4285714285714286	0.2670024394317974	0.005120521856848798	8	0.35714285714285715	14	6.718416882953864	10.49169181087866	438	4.192781048402511	31.013942259453138	.25 - .5
